lumpy,x,y,region,country,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da
1,-12.0,11.15,Africa,Guinea,42.9,15.3,0.0,4.4,0.1,17.0,24.6,32.3,11.7,0.0,170,3,6638.318444,0.0
1,-12.06667,11.03333,Africa,Guinea,41.9,14.8,0.0,4.3,0.2,16.3,23.7,31.1,11.4,0.0,185,3,19572.24055,0.0
1,-11.88333,11.216667,Africa,Guinea,42.9,15.3,0.0,4.4,0.1,17.0,24.6,32.3,11.7,0.0,170,3,6638.318444,0.0
1,80.660804,9.062135,Asia,Sri Lanka,44.1,5.0,0.0,4.1,127.7,23.9,26.4,28.9,26.4,7.45,151,4,2191.161321,1150.29858
1,80.04611,8.888178,Asia,Sri Lanka,49.7,6.4,0.0,4.0,106.8,23.2,26.4,29.6,26.2,6.9,151,4,2358.940075,109.0881708
1,80.08333,9.75,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.029027,9.67349,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.164307,9.657901,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.066849,9.71517,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.6608048,9.0621351,Asia,Sri Lanka,44.1,5.0,0.0,4.1,127.7,23.9,26.4,28.9,26.4,7.45,151,4,2191.161321,1150.29858
1,80.04611036,8.888178931,Asia,Sri Lanka,49.7,6.4,0.0,4.0,106.8,23.2,26.4,29.6,26.2,6.9,151,4,2358.940075,109.0881708
1,80.08333,9.75,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.0290277,9.6734908,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.1643076,9.6579014,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,80.0668497,9.7151701,Asia,Sri Lanka,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0
1,106.961,17.026,Asia,Viet Nam,48.6,6.9,0.0,2.6,44.5,14.5,17.9,21.4,15.3,1.64,145,2,2134.420994,1166.628207
1,105.974,37.31539,Asia,China,43.8,9.9,31.0,0.7,1.3,-13.8,-8.8,-3.9,0.7,1.22,184,2,206.6236572,0.0
1,108.99938,23.90763,Asia,China,88.1,3.9,3.39,1.4,17.4,6.1,8.0,10.0,7.2,9.12,169,3,3355.794162,1381.584727
1,118.03782,36.30166,Asia,China,35.0,9.6,30.12,1.5,0.0,-10.2,-5.4,-0.6,1.0,0.25,151,2,269.8581209,0.0
1,118.3511,45.36139,Asia,China,28.8,9.4,31.0,0.3,0.8,-26.8,-22.1,-17.4,0.6,0.71,180,3,238.740053,0.0
1,102.26932,30.18072,Asia,China,50.5,9.1,26.96,1.4,6.5,-5.7,-1.1,3.5,1.9,4.71,177,4,250.8833309,0.0
1,107.86476,30.19524,Asia,China,78.7,4.5,12.86,1.0,11.7,1.9,4.1,6.4,5.8,11.53,157,4,2872.233393,553.0013817
1,106.961,17.026,Asia,Viet Nam,48.6,6.9,0.0,2.6,44.5,14.5,17.9,21.4,15.3,1.64,145,2,2134.420994,1166.628207
1,105.8734,22.5473,Asia,Viet Nam,86.3,3.6,0.74,1.5,16.3,8.2,10.0,11.8,8.7,8.57,173,4,2681.041516,372.3193506
1,106.4839,21.6104,Asia,Viet Nam,86.2,3.3,0.0,1.6,13.1,10.3,11.9,13.6,10.1,8.51,152,4,49.19519461,2275.986111
1,106.5539,21.927,Asia,Viet Nam,86.3,3.8,0.06,1.6,14.0,9.5,11.4,13.3,9.9,7.56,168,4,194.9892768,1953.163617
1,106.7446,22.8109,Asia,Viet Nam,88.6,3.8,0.52,1.5,16.7,8.5,10.4,12.3,8.9,8.3,175,4,2526.91928,1364.646622
1,106.0684,22.8093,Asia,Viet Nam,87.8,3.7,0.52,1.5,15.3,8.5,10.3,12.2,8.9,8.08,169,4,381.2578375,1218.572752
1,95.29969788,22.66354942,Asia,Myanmar,22.5,12.0,0.0,2.5,8.7,13.8,19.8,25.8,15.2,0.21,151,2,4259.929627,52.50906365
1,114.2667,22.3833,Asia,"Hong Kong, SAR",66.4,6.9,0.83,2.1,10.4,8.1,11.5,15.0,8.7,3.87,141,1,1.307560723,0.0
1,42.1,11.516665,Africa,Djibouti,42.5,10.5,0.0,3.5,8.0,18.3,23.5,28.8,22.6,1.0,158,9,936.2932118,0.0
1,106.7957,22.7837,Asia,Viet Nam,88.6,3.8,0.52,1.5,16.7,8.5,10.4,12.3,8.9,8.3,175,4,2526.91928,1364.646622
1,106.3035,21.6325,Asia,Viet Nam,86.2,3.3,0.0,1.6,13.1,10.3,11.9,13.6,10.1,8.51,152,4,49.19519461,2275.986111
1,106.2723,21.6498,Asia,Viet Nam,86.2,3.3,0.0,1.6,13.1,10.3,11.9,13.6,10.1,8.51,152,4,49.19519461,2275.986111
1,106.2182,21.6402,Asia,Viet Nam,86.2,3.3,0.0,1.6,13.1,10.3,11.9,13.6,10.1,8.51,152,4,49.19519461,2275.986111
1,85.163432,23.656085,Asia,India,27.3,13.6,0.08,2.3,0.6,9.4,16.2,23.0,13.0,0.98,158,2,6038.477155,1426.839831
1,86.39301,21.909906,Asia,India,36.9,13.6,0.0,2.4,1.3,10.8,17.6,24.4,15.5,0.14,192,4,1405.242355,19.2785175
1,89.062259,26.995056,Asia,Bhutan,36.5,12.3,0.04,1.8,7.9,9.6,15.7,21.9,13.3,0.6,148,2,5928.478778,46.34737034
1,88.961435,26.995233,Asia,Bhutan,33.9,11.7,0.0,1.8,6.4,10.2,16.0,21.9,13.4,0.65,151,2,4808.046738,262.7999766
1,88.908976,27.058592,Asia,Bhutan,34.7,9.8,17.39,1.3,9.1,0.2,5.1,10.0,7.0,0.49,150,4,927.6154167,0.0
1,89.116417,26.920233,Asia,Bhutan,36.5,12.3,0.04,1.8,7.9,9.6,15.7,21.9,13.3,0.6,148,2,5928.478778,46.34737034
1,89.007111,26.959953,Asia,Bhutan,36.5,12.3,0.04,1.8,7.9,9.6,15.7,21.9,13.3,0.6,148,2,5928.478778,46.34737034
1,88.981101,26.96612,Asia,Bhutan,33.9,11.7,0.0,1.8,6.4,10.2,16.0,21.9,13.4,0.65,151,2,4808.046738,262.7999766
1,88.893197,26.986596,Asia,Bhutan,33.9,11.7,0.0,1.8,6.4,10.2,16.0,21.9,13.4,0.65,151,2,4808.046738,262.7999766
1,89.116417,26.920233,Asia,Bhutan,36.5,12.3,0.04,1.8,7.9,9.6,15.7,21.9,13.3,0.6,148,2,5928.478778,46.34737034
1,134.906564,48.527472,Asia,Russian Federation,49.8,6.9,31.0,0.1,9.3,-23.4,-19.9,-16.5,1.2,5.95,150,3,7.22254714,0.004948897
1,81.967362,56.926858,Asia,Russian Federation,53.6,7.5,31.0,0.0,7.3,-26.9,-23.1,-19.4,1.1,8.68,155,4,22.58561377,3.13e-05
1,118.334506,24.45672,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.334506,24.45672,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.334506,24.45672,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.437691,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.437691,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.316667,24.416667,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.316667,24.416667,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.316667,24.416667,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.316667,24.416667,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.481109,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.437691,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.437691,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.437691,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.427993,24.437691,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,135.175988,48.476357,Asia,Russian Federation,50.6,6.4,31.0,0.1,12.0,-21.5,-18.3,-15.1,1.2,5.45,143,4,8.142989169,0.000451814
1,118.32918,24.43935,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,99.10592,24.86941,Asia,China,32.0,13.6,12.33,1.9,41.9,2.1,8.9,15.7,7.9,20.83,218,4,1570.953597,912.6203463
1,85.522331,27.576557,Asia,Nepal,31.5,14.7,21.02,1.5,4.2,-1.2,6.2,13.6,6.3,1.04,176,2,4384.112965,2392.843892
1,85.339865,27.759591,Asia,Nepal,33.7,14.5,10.02,1.6,3.8,3.0,10.2,17.5,8.8,0.6,210,2,0.0,0.0
1,84.2477,27.9727,Asia,Nepal,27.5,13.0,0.66,1.8,4.3,8.3,14.8,21.3,11.4,0.69,113,4,3261.887362,3152.254749
1,83.9617,28.2563,Asia,Nepal,33.4,13.8,20.01,1.5,8.1,-0.8,6.1,13.0,5.4,1.51,178,2,3305.36318,7067.477763
1,77.625997,12.808758,Asia,India,24.4,12.4,0.0,4.2,0.7,16.1,22.3,28.5,16.8,0.0,181,2,5638.090584,600.8893104
1,79.0193,18.112437,Asia,India,13.6,13.3,0.0,3.7,0.3,16.3,22.9,29.6,15.4,0.03,164,2,5693.412666,9939.784549
1,80.558806,51.35587,Asia,Russian Federation,60.6,9.7,31.0,0.1,7.3,-26.0,-21.1,-16.3,1.1,6.09,159,3,163.6338107,0.000647376
1,118.439139,24.449528,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.423056,24.480028,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.321972,24.466472,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.31136,24.48024,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.351056,24.45325,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.423941,24.456177,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.41407,24.520462,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.412714,24.444261,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.32019,24.43036,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.32197,24.46647,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.31628,24.46574,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.313944,24.469444,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.302806,24.424528,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.409361,24.49225,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.314472,24.487083,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.315944,24.467306,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.32716,24.462198,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,118.33531,24.45463,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,85.072644,27.380405,Asia,Nepal,28.6,13.4,1.21,1.7,3.3,7.7,14.4,21.1,11.5,0.72,150,4,4336.676122,3844.590389
1,85.338733,26.790316,Asia,Nepal,22.7,13.2,0.01,1.9,2.5,9.8,16.4,23.0,12.6,0.54,150,2,6240.003095,3683.151362
1,84.610948,27.623619,Asia,Nepal,30.9,13.4,1.31,1.7,3.9,7.6,14.3,21.0,11.1,0.67,169,2,3565.912973,2467.388061
1,106.157778,24.691944,Asia,China,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18,192,4,1370.523671,506.8534174
1,106.188889,24.68,Asia,China,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18,192,4,1370.523671,506.8534174
1,106.2275,24.645556,Asia,China,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18,192,4,1370.523671,506.8534174
1,106.223867,24.83644,Asia,China,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18,192,4,1370.523671,506.8534174
1,106.249228,24.849028,Asia,China,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18,192,4,1370.523671,506.8534174
1,87.383367,26.642475,Asia,Nepal,34.0,12.6,1.11,1.7,5.7,7.8,14.1,20.4,12.2,0.48,156,4,7768.625565,4068.213789
1,119.5161111,29.059166,Asia,China,68.6,5.5,21.02,1.3,38.2,-1.2,1.6,4.4,4.0,12.02,133,4,129.6302548,105.3425379
1,118.300009,29.659769,Asia,China,64.7,6.2,23.91,1.4,39.2,-2.8,0.3,3.4,3.4,11.12,154,2,942.6862593,876.0947453
1,116.8633,24.1046,Asia,China,67.3,7.3,5.64,1.9,10.3,4.9,8.5,12.2,7.0,5.23,141,4,1097.194562,439.1656219
1,116.250072,27.09386,Asia,China,79.5,4.2,16.06,1.3,39.0,0.7,2.8,4.9,4.6,10.54,186,4,542.8489393,351.5936733
1,118.44759,24.44166,Asia,China,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026
1,115.901111,25.936111,Asia,China,78.6,5.6,10.78,1.5,25.6,2.7,5.5,8.3,5.2,8.17,168,4,2034.519772,218.5061483
1,116.331818,25.536671,Asia,China,78.4,6.5,11.04,1.5,23.9,2.6,5.8,9.1,5.6,7.88,175,4,727.3883897,147.2685628
1,36.1637,35.6116,Asia,Syrian Arab Republic,71.6,6.0,4.45,1.4,140.1,5.5,8.5,11.5,7.8,18.11,197,2,902.3791892,0.0
0,102.25,23.25,Asia,China,58.6,8.9,2.6,1.9,32.7,6.6,11.0,15.5,9.2,14.12,215,4,644.5611265,663.9579347
0,102.75,23.25,Asia,China,65.5,7.8,1.66,1.8,28.1,7.3,11.2,15.1,9.2,12.31,181,3,579.1848628,2057.274836
0,103.25,23.25,Asia,China,66.5,6.6,2.31,1.7,30.1,6.8,10.1,13.4,8.6,6.13,151,4,920.6990995,411.1536184
0,103.75,23.25,Asia,China,74.0,5.4,6.71,1.6,31.8,4.4,7.1,9.8,6.6,9.06,163,3,619.9519646,1404.976254
0,104.25,23.25,Asia,China,76.6,4.7,4.45,1.6,31.8,5.5,7.8,10.2,7.0,9.03,174,4,1278.301378,1246.702381
0,104.75,23.25,Asia,China,79.4,4.7,3.91,1.5,18.6,5.8,8.1,10.5,7.3,9.05,195,3,2110.081391,1210.625555
0,105.25,23.25,Asia,Viet Nam,81.8,4.4,3.56,1.5,18.3,6.0,8.2,10.4,7.5,8.62,174,2,3195.233443,174.6788688
0,105.75,23.25,Asia,China,86.3,3.4,1.91,1.4,17.9,7.1,8.8,10.5,8.1,8.27,156,4,2197.340071,515.6297841
0,106.25,23.25,Asia,China,85.9,3.4,2.75,1.5,15.1,6.5,8.2,9.9,7.4,8.11,175,4,4819.962961,1719.915195
0,106.75,23.25,Asia,China,88.5,3.8,1.66,1.5,15.6,7.3,9.2,11.1,7.8,8.15,169,4,7373.400133,1334.734256
0,107.25,23.25,Asia,China,90.3,4.0,1.31,1.5,17.7,7.6,9.6,11.6,7.9,7.9,168,4,4731.268642,1347.456981
0,107.75,23.25,Asia,China,90.6,3.8,0.83,1.5,16.3,8.1,10.0,11.9,8.3,9.06,165,4,2115.938219,1440.01502
0,108.25,23.25,Asia,China,83.7,3.9,1.91,1.4,15.8,7.1,9.0,11.0,7.9,9.49,155,4,1389.439178,2933.696126
0,108.75,23.25,Asia,China,85.0,4.0,2.6,1.4,13.8,6.6,8.6,10.6,7.7,8.62,155,2,4546.857891,3020.153992
0,109.25,23.25,Asia,China,81.5,3.8,3.06,1.5,15.3,6.3,8.2,10.1,7.3,8.5,150,4,1111.3989,2103.996004
0,102.25,22.75,Asia,China,56.1,7.8,0.74,1.8,33.2,8.2,12.1,16.0,10.4,16.14,195,4,369.9314762,703.1751252
0,102.75,22.75,Asia,China,62.7,6.8,1.11,1.8,32.9,7.8,11.2,14.6,9.5,13.37,180,4,126.0439968,1290.383082
0,103.25,22.75,Asia,China,72.2,4.9,0.0,1.8,39.6,10.1,12.5,15.0,10.2,10.19,178,4,318.4250138,1618.769827
0,103.75,22.75,Asia,China,78.3,3.9,0.0,1.9,38.5,11.8,13.7,15.7,10.2,9.98,160,4,73.94037826,1051.299746
0,104.25,22.75,Asia,Viet Nam,79.0,3.7,0.0,1.8,31.1,10.6,12.4,14.3,9.3,8.88,154,2,1062.152236,1435.012635
0,104.75,22.75,Asia,Viet Nam,81.4,3.8,0.0,1.7,22.2,10.1,12.0,13.9,9.4,8.86,137,4,382.6099812,2669.666386
0,105.25,22.75,Asia,Viet Nam,84.8,3.7,0.01,1.6,18.0,9.8,11.6,13.5,9.5,8.37,162,4,413.0332828,1057.119257
0,105.75,22.75,Asia,Viet Nam,86.3,3.6,0.74,1.5,16.3,8.2,10.0,11.8,8.7,8.57,173,4,2681.041516,372.3193506
0,106.25,22.75,Asia,Viet Nam,87.8,3.7,0.52,1.5,15.3,8.5,10.3,12.2,8.9,8.08,169,4,381.2578375,1218.572752
0,106.75,22.75,Asia,Viet Nam,88.6,3.8,0.52,1.5,16.7,8.5,10.4,12.3,8.9,8.3,175,4,2526.91928,1364.646622
0,107.25,22.75,Asia,China,89.1,3.9,0.39,1.5,15.5,8.7,10.6,12.6,8.9,8.06,170,4,2060.860137,2188.130593
0,107.75,22.75,Asia,China,87.1,3.9,0.45,1.5,16.4,8.6,10.5,12.5,8.9,8.77,147,4,1685.436805,1710.039537
0,108.25,22.75,Asia,China,88.9,4.4,1.66,1.4,15.7,7.3,9.5,11.7,8.5,2.6,159,4,85.5099159,2638.985518
0,108.75,22.75,Asia,China,86.2,4.5,1.78,1.4,14.0,7.2,9.4,11.7,8.5,7.62,148,4,1894.554809,2913.010597
0,109.25,22.75,Asia,China,82.2,4.3,2.04,1.5,13.7,7.0,9.1,11.3,8.3,7.04,152,4,1006.537335,2347.42346
0,102.25,22.25,Asia,Viet Nam,58.7,7.6,0.0,1.9,40.4,10.5,14.3,18.1,12.1,17.87,147,3,0.254464222,91.96676292
0,102.75,22.25,Asia,Viet Nam,64.1,6.5,0.0,2.0,40.7,11.7,14.9,18.2,12.1,14.75,150,5,75.81721971,93.54903997
0,103.25,22.25,Asia,Viet Nam,71.1,5.0,0.0,1.9,35.1,12.1,14.6,17.1,11.3,12.4,183,4,169.0659648,557.2629969
0,103.75,22.25,Asia,Viet Nam,78.8,4.1,0.0,2.0,31.8,12.5,14.5,16.6,10.2,11.15,149,5,37.0223182,1047.14936
0,104.25,22.25,Asia,Viet Nam,77.9,3.7,0.0,2.0,29.1,14.4,16.2,18.1,11.8,9.27,161,4,501.529912,1348.815759
0,104.75,22.25,Asia,Viet Nam,81.4,3.6,0.0,1.8,20.9,13.2,15.0,16.8,11.6,8.34,142,2,104.2771968,2610.855275
0,105.25,22.25,Asia,Viet Nam,84.8,3.2,0.0,1.7,16.1,11.9,13.5,15.1,10.8,8.66,162,4,202.8958132,2903.245432
0,105.75,22.25,Asia,Viet Nam,86.3,3.3,0.0,1.6,14.4,10.4,12.0,13.7,9.9,8.61,160,4,260.8214858,1406.218079
0,106.25,22.25,Asia,Viet Nam,87.8,3.6,0.28,1.5,14.5,8.9,10.7,12.5,9.1,8.62,163,4,156.068057,1406.171586
0,106.75,22.25,Asia,China,87.2,4.3,0.23,1.5,14.9,9.0,11.1,13.3,9.6,8.17,140,4,780.6566086,1560.271879
0,107.25,22.25,Asia,China,86.4,4.0,0.15,1.5,14.6,9.2,11.2,13.2,9.7,7.82,157,4,457.1370923,1569.819286
0,107.75,22.25,Asia,China,85.2,4.2,0.39,1.5,15.0,8.7,10.8,12.9,9.5,8.41,177,4,780.3784923,2044.040878
0,108.25,22.25,Asia,China,86.7,4.2,1.31,1.4,13.1,7.6,9.7,11.8,9.1,8.16,151,4,745.7968465,1815.903038
0,108.75,22.25,Asia,China,84.6,4.4,1.54,1.4,12.1,7.4,9.6,11.8,9.0,6.53,153,4,649.9943948,2369.345665
0,109.25,22.25,Asia,China,82.3,4.4,1.78,1.4,12.4,7.2,9.4,11.6,8.8,5.68,149,4,2216.05054,3066.199438
0,102.75,21.75,Asia,Viet Nam,62.3,6.8,0.0,2.0,41.0,11.5,14.9,18.3,12.3,14.82,154,5,46.99227624,553.619582
0,103.25,21.75,Asia,Viet Nam,73.5,5.6,0.0,2.0,35.8,12.4,15.2,18.0,11.9,13.14,138,5,136.5355316,1023.94729
0,103.75,21.75,Asia,Viet Nam,77.4,4.6,0.0,2.0,31.9,13.2,15.5,17.8,11.1,11.63,162,5,536.7092565,861.9898925
0,104.25,21.75,Asia,Viet Nam,76.3,3.9,0.0,2.0,23.5,11.2,13.1,15.1,9.2,12.64,195,4,736.0293551,1006.594943
0,104.75,21.75,Asia,Viet Nam,79.7,3.4,0.0,1.9,18.8,13.7,15.4,17.1,11.7,9.39,143,4,91.06803858,513.0350957
0,105.25,21.75,Asia,Viet Nam,83.4,3.0,0.0,1.8,15.7,13.6,15.1,16.6,11.9,8.89,147,2,1609.767022,2351.394567
0,105.75,21.75,Asia,Viet Nam,86.1,3.0,0.0,1.7,14.2,12.1,13.6,15.1,11.1,8.78,148,2,258.6552881,3731.61477
0,106.25,21.75,Asia,Viet Nam,86.2,3.3,0.0,1.6,13.1,10.3,11.9,13.6,10.1,8.51,152,4,49.19519461,2275.986111
0,106.75,21.75,Asia,Viet Nam,86.3,3.8,0.06,1.6,14.0,9.5,11.4,13.3,9.9,7.56,168,4,194.9892768,1953.163617
0,107.25,21.75,Asia,China,82.5,4.2,0.23,1.6,13.2,9.0,11.1,13.2,9.8,6.98,183,4,578.2970592,605.0024212
0,107.75,21.75,Asia,China,85.6,4.1,0.45,1.5,13.3,8.6,10.6,12.7,9.5,7.53,103,4,201.4633669,546.7511841
0,108.25,21.75,Asia,China,85.6,4.1,0.59,1.4,11.3,8.4,10.4,12.5,9.8,7.18,141,4,577.0275058,1066.973357
0,108.75,21.75,Asia,China,84.9,4.9,0.52,1.4,12.5,8.5,10.9,13.4,10.3,6.63,144,4,824.7543344,2454.545776
0,109.25,21.75,Asia,China,83.6,5.0,0.59,1.5,15.8,8.4,10.9,13.4,10.1,4.96,144,2,4025.330883,1778.158268
0,103.25,21.25,Asia,Viet Nam,66.9,6.5,0.0,2.1,32.2,12.7,15.9,19.2,12.7,12.45,133,4,470.8020582,611.3538531
0,103.75,21.25,Asia,Viet Nam,72.6,5.6,0.0,2.0,28.1,12.8,15.6,18.4,12.3,10.91,164,2,911.1965305,457.693095
0,104.25,21.25,Asia,Viet Nam,73.7,4.2,0.0,2.0,25.0,12.7,14.8,16.9,10.9,12.64,156,4,1265.551171,712.2254845
0,104.75,21.25,Asia,Viet Nam,77.9,3.7,0.0,2.0,20.6,13.1,14.9,16.8,11.2,11.21,182,4,262.6955067,1121.362319
0,105.25,21.25,Asia,Viet Nam,82.0,2.8,0.0,1.9,13.5,14.0,15.4,16.8,12.2,9.4,152,2,6979.848194,2456.229068
0,105.75,21.25,Asia,Viet Nam,82.7,2.5,0.0,1.8,12.4,13.5,14.7,16.0,11.9,9.17,147,2,9674.293317,2086.161923
0,106.25,21.25,Asia,Viet Nam,85.9,2.8,0.0,1.7,12.1,12.1,13.5,14.9,11.4,7.06,154,2,6880.399572,2227.736573
0,106.75,21.25,Asia,Viet Nam,81.6,3.4,0.0,1.6,11.9,10.9,12.6,14.3,10.9,6.46,149,4,28.4292206,1262.232628
0,107.25,21.25,Asia,Viet Nam,81.6,3.8,0.0,1.6,13.3,10.2,12.1,14.0,10.5,7.51,150,4,12.85703357,501.5808368
0,104.75,20.75,Asia,Viet Nam,72.0,4.2,0.0,2.0,24.4,12.2,14.3,16.4,11.1,12.32,122,5,527.8411323,575.9181905
0,105.25,20.75,Asia,Viet Nam,73.0,3.5,0.0,2.0,19.8,12.7,14.4,16.2,11.3,10.27,159,4,927.0204312,555.7524604
0,105.75,20.75,Asia,Viet Nam,78.8,2.6,0.0,1.8,10.3,13.2,14.5,15.8,11.9,9.14,145,2,9289.963572,509.5196516
0,106.25,20.75,Asia,Viet Nam,82.7,2.8,0.0,1.7,10.9,12.6,14.0,15.4,11.8,6.15,145,2,6550.400467,1080.461605
0,106.75,20.75,Asia,Viet Nam,79.0,3.3,0.0,1.8,13.2,12.3,13.9,15.6,11.9,6.09,147,2,265.4976518,0.0
0,104.75,20.25,Asia,Viet Nam,65.0,4.7,0.0,2.2,32.3,13.7,16.0,18.4,12.5,13.18,176,5,448.0299534,215.3045187
0,105.25,20.25,Asia,Viet Nam,67.8,4.5,0.0,2.1,27.7,13.4,15.6,17.9,12.2,9.91,169,4,378.4026194,2196.785697
0,105.75,20.25,Asia,Viet Nam,71.7,3.8,0.0,2.0,14.8,13.3,15.2,17.1,12.5,8.29,144,2,3044.973215,2078.004643
0,106.25,20.25,Asia,Viet Nam,77.0,3.9,0.0,1.9,13.9,13.0,14.9,16.9,12.5,5.4,147,2,268.0360081,455.8593807
0,104.75,19.75,Asia,Viet Nam,61.4,6.8,0.0,2.2,29.6,12.2,15.6,19.0,12.6,11.12,198,4,330.5153739,479.0782765
